isbn,title,authors,publisher,language,genres
9780689829536,Olivia ,Ian Falconer,Atheneum Books for Young Readers,English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Humor', 'Family', 'Fantasy']"
9780441010165,Ombria in Shadow,Patricia A. McKillip,Ace,English,"['Fantasy', 'Fiction', 'High Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Magic', 'Adult']"
9780374523503,Omeros,Derek Walcott,"Farrar, Straus and Giroux",English,"['Poetry', 'Fiction', 'Classics', 'Literature', 'Nobel Prize', 'Mythology', 'Epic']"
9780345338587,On a Pale Horse ,Piers Anthony,Del Rey,English,"['Fantasy', 'Fiction', 'Science Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'Magic', 'Paranormal']"
9780671577933,On Basilisk Station ,David Weber,Baen,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Science Fiction Fantasy', 'Space', 'Military Science Fiction']"
9781416509370,On Basilisk Station ,David Weber,Baen,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Science Fiction Fantasy', 'Space', 'Military Science Fiction']"
9780143037743,On Beauty,Zadie Smith,Penguin Books,English,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'British Literature', 'Adult Fiction']"
9780224081184,On Chesil Beach,Ian McEwan,Jonathan Cape,English,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Romance', 'British Literature', 'Literature']"
9780525562023,On Earth We're Briefly Gorgeous,Ocean Vuong,Penguin Press,English,"['Fiction', 'Poetry', 'LGBT', 'Contemporary', 'Queer', 'Literary Fiction', 'Adult']"
9781930235328,On Stranger Tides,Tim Powers,Babbage Pr,English,"['Fantasy', 'Pirates', 'Fiction', 'Historical Fiction', 'Adventure', 'Historical', 'Horror']"
9780670070299,On the Jellicoe Road,Melina Marchetta,Penguin Australia,English,"['Young Adult', 'Contemporary', 'Fiction', 'Mystery', 'Romance', 'Realistic Fiction', 'Australia']"
9780743455961,On Writing: A Memoir of the Craft,Stephen King,Pocket Books,English,"['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Audiobook', 'Reference', 'Autobiography']"
9780743455961,On Writing: A Memoir of the Craft,Stephen King,Pocket Books,English,"['Nonfiction', 'Writing', 'Memoir', 'Biography', 'Audiobook', 'Reference', 'Autobiography']"
9780613926232,Once a Hero ,Elizabeth Moon,Baen Books,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Space', 'Science Fiction Fantasy', 'Military Science Fiction']"
9781416530732,Once and Always ,Judith McNaught,Pocket Books,English,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult']"
9780061783203,Once Burned ,Jeaniene Frost,Avon,English,"['Paranormal', 'Vampires', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Adult']"
9780061245091,One Foot in the Grave ,Jeaniene Frost,Avon,English,"['Vampires', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Fantasy', 'Adult', 'Supernatural']"
9780312362089,One for the Money ,Janet Evanovich,St. Martin's Griffin,English,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller']"
9780061783197,One Grave at a Time ,Jeaniene Frost,Avon Books,English,"['Vampires', 'Urban Fantasy', 'Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Adult']"
9781982166793,One Italian Summer,Rebecca Serle,Atria Books,English,"['Fiction', 'Romance', 'Audiobook', 'Contemporary', 'Magical Realism', 'Chick Lit', 'Italy']"
9781250244499,One Last Stop,Casey McQuiston,Griffin,English,"['LGBT', 'Queer', 'Contemporary', 'Fiction', 'Lesbian', 'Audiobook', 'Adult']"
9780593565377,One of Us Is Lying ,Karen M. McManus,Delacorte Press,English,"['Mystery', 'Young Adult', 'Thriller', 'Fiction', 'Contemporary', 'Mystery Thriller', 'Romance']"
9780525707967,One of Us Is Next ,Karen M. McManus,Delacorte Press for Young Readers,English,"['Mystery', 'Young Adult', 'Thriller', 'Mystery Thriller', 'Fiction', 'Contemporary', 'Audiobook']"
9781400031511,One Step Behind ,Henning Mankell,Vintage Crime/Black Lizard,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Detective']"
9781400031511,One Step Behind ,Henning Mankell,Vintage Crime/Black Lizard,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Detective']"
9780525510444,One to Watch,Kate Stayman-London,Dial Press,English,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Contemporary Romance']"
9780988369467,One Week Girlfriend ,Monica  Murphy,Monica Murphy,English,"['New Adult', 'Romance', 'Contemporary', 'College', 'Contemporary Romance', 'Abuse', 'Young Adult']"
9781250109309,One with You ,Sylvia Day,St. Martin's Griffin,English,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Fiction', 'Erotic Romance']"
9781250236609,Oona Out of Order,Margarita Montimore,Flatiron Books,English,"['Fiction', 'Time Travel', 'Audiobook', 'Science Fiction', 'Contemporary', 'Fantasy', 'Magical Realism']"
9780345435163,Open House,Elizabeth Berg,Ballantine Books,English,"['Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Adult Fiction', 'Adult', 'Novels']"
9780679435754,Open Secrets,Alice Munro,Alfred A. Knopf,English,"['Short Stories', 'Fiction', 'Canada', 'Contemporary', 'Literary Fiction', 'Nobel Prize', 'Literature']"
9781400079094,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,Anchor,English,"['Memoir', 'Parenting', 'Nonfiction', 'Humor', 'Biography', 'Biography Memoir', 'Essays']"
9781622662647,Opposition ,Jennifer L. Armentrout,Entangled Teen,English,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Aliens', 'Science Fiction', 'Paranormal Romance']"
9780385514231,Origin ,Dan Brown,Doubleday,English,"['Fiction', 'Thriller', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adventure']"
9780525429562,Originals: How Non-Conformists Move the World,Adam M. Grant,Viking,English,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Leadership', 'Personal Development', 'Audiobook']"
9780702229787,Oscar and Lucinda,Peter Carey,University of Queensland Press,English,"['Fiction', 'Historical Fiction', 'Australia', 'Romance', 'Classics', 'Historical', 'Literary Fiction']"
9780140096613,Oscar Wilde: A Biography,Richard Ellmann,Penguin Canada,English,"['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Literature', 'Classics', 'LGBT']"
9780062380883,Our Dark Duet ,Victoria Schwab,Greenwillow Books,English,"['Fantasy', 'Young Adult', 'Dystopia', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Young Adult Fantasy']"
9781945519178,Our Dark Stars,Audrey  Grey,"Blaze Publishing, LLC",English,"['Science Fiction', 'Young Adult', 'Romance', 'Fantasy', 'Space', 'Young Adult Science Fiction', 'Fiction']"
9781529017229,Our Wives Under the Sea,Julia Armfield,Picador,English,"['Horror', 'Fiction', 'LGBT', 'Queer', 'Lesbian', 'Contemporary', 'Literary Fiction']"
9781400078370,Out,Natsuo Kirino,Vintage,English,"['Fiction', 'Japan', 'Thriller', 'Mystery', 'Japanese Literature', 'Horror', 'Crime']"
9781477867181,Out of Breath ,Rebecca    Donovan,Skyscape,English,"['Romance', 'Young Adult', 'New Adult', 'Contemporary', 'Abuse', 'Contemporary Romance', 'College']"
9780439771276,Out of the Dust,Karen Hesse,Scholastic Inc.,English,"['Historical Fiction', 'Poetry', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical']"
9781778027789,Out on a Limb,Hannah Bonam-Young,,,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Disability', 'Fiction', 'Audiobook']"
9780425106877,Outbreak ,Robin Cook,G.P. Putnam's Sons,English,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Horror', 'Science Fiction', 'Mystery Thriller']"
9780142401422,Outcast of Redwall ,Brian Jacques,Firebird,English,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade']"
9780440242949,Outlander ,Diana Gabaldon,Dell Publishing Company,English,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
9781635575439,Outlawed,Anna North,Bloomsbury Publishing,English,"['Historical Fiction', 'Fiction', 'Westerns', 'LGBT', 'Historical', 'Queer', 'Feminism']"
9780316017923,Outliers: The Story of Success,Malcolm Gladwell,"Little, Brown and Company",English,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Sociology', 'Science', 'Audiobook']"
9780805042023,Outrageous Acts and Everyday Rebellions,Gloria Steinem,Holt Paperbacks,English,"['Feminism', 'Nonfiction', 'Essays', 'Memoir', 'Politics', 'Womens', 'Biography']"
9780345466624,Over the Edge ,Jonathan Kellerman,Ballantine Books,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']"
9780688114497,Owen,Kevin Henkes,Greenwillow Books,English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Family', 'School']"
9781440634079,P is for Peril ,Sue Grafton,Putnam Adult,,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'Audiobook', 'Thriller']"
9780553276329,Pacific Vortex! ,Clive Cussler,Bantam,English,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']"
9780553276329,Pacific Vortex! ,Clive Cussler,Bantam,English,"['Adventure', 'Fiction', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']"
9782264022448,Paddy Clarke Ha Ha Ha,Roddy Doyle,Editions 10/18,French,"['Fiction', 'Ireland', 'Irish Literature', 'Novels', 'Literary Fiction', 'Contemporary', 'Coming Of Age']"
9780380818617,Paladin of Souls ,Lois McMaster Bujold,HarperTorch,English,"['Fantasy', 'Fiction', 'Hugo Awards', 'Romance', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy']"
9780440200048,Pale Kings And Princes ,Robert B. Parker,Dell,English,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Thriller', 'Mystery Thriller', 'Hard Boiled']"
9780061978067,Pandemonium ,Lauren Oliver,HarperTeen,English,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Teen']"
9788466302944,Pandora ,Anne Rice,Punto de lectura,Spanish; Castilian,"['Horror', 'Vampires', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction']"
9780345461629,Pandora's Star ,Peter F. Hamilton,Del Rey,English,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Space']"
9780142414934,Paper Towns,John Green,Speak,English,"['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Mystery', 'Realistic Fiction', 'Coming Of Age']"
9780446675505,Parable of the Sower ,Octavia E. Butler,Grand Central Publishing,English,"['Fiction', 'Science Fiction', 'Dystopia', 'Fantasy', 'Classics', 'Post Apocalyptic', 'Speculative Fiction']"
9780061985843,Paranormalcy ,Kiersten White,HarperTeen,English,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Vampires', 'Urban Fantasy', 'Supernatural']"
9780062882943,Parkland: Birth of a Movement,Dave Cullen,Harper,English,"['Nonfiction', 'True Crime', 'Politics', 'History', 'Crime', 'Audiobook', 'Social Justice']"
9781538704370,Part of Your World ,Abby Jimenez,Forever,English,"['Romance', 'Contemporary', 'Fiction', 'Audiobook', 'Contemporary Romance', 'Adult', 'Chick Lit']"
9780062071040,Partials ,Dan Wells,Balzer + Bray,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Post Apocalyptic', 'Fiction', 'Fantasy', 'Romance']"
9780553580518,Passage,Connie Willis,Bantam,English,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Time Travel', 'Speculative Fiction', 'Mystery']"
9781484715772,Passenger ,Alexandra Bracken,Disney-Hyperion,English,"['Fantasy', 'Young Adult', 'Time Travel', 'Historical Fiction', 'Romance', 'Science Fiction', 'Historical']"
9780385739160,Passion ,Lauren Kate,Delacorte Press,English,"['Young Adult', 'Fantasy', 'Angels', 'Romance', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
9780812508642,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,Tor,English,"['Science Fiction', 'Fiction', 'Time Travel', 'Historical Fiction', 'Fantasy', 'Alternate History', 'Science Fiction Fantasy']"
9780395514276,Paths of Resistance: The Art and Craft of the Political Novel,William Zinsser,Houghton Mifflin,English,['Writing']
9780671877675,Paths to Otherwhere,James P. Hogan,Baen,English,"['Science Fiction', 'Fiction', 'Speculative Fiction', 'Alternate History', 'Collections', 'Science Fiction Fantasy']"
9780679752936,Patrimony,Philip Roth,Vintage,English,"['Memoir', 'Nonfiction', 'Biography', 'American', 'Biography Memoir', 'The United States Of America', 'Literature']"
9780425134351,Patriot Games ,Tom Clancy,Berkley,English,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Espionage', 'Action', 'Military Fiction']"
9780425198681,Pattern Recognition ,William Gibson,Berkley Books,English,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Mystery', 'Thriller', 'Science Fiction Fantasy', 'Novels']"
9780345468642,Pawn of Prophecy ,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
9780345468642,Pawn of Prophecy ,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
9780802139252,Peace Like a River,Leif Enger,Grove Pr,English,"['Fiction', 'Historical Fiction', 'Book Club', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult']"
9780316286732,Peach Blossom Spring,Melissa Fu,"Little, Brown and Company",English,"['Historical Fiction', 'Fiction', 'Historical', 'China', 'War', 'Asia', 'Asian Literature']"
9780142401446,Pearls of Lutra ,Brian Jacques,Firebird,English,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Adventure', 'Middle Grade']"
9781595140838,Peeps ,Scott Westerfeld,Razorbill,English,"['Young Adult', 'Vampires', 'Fantasy', 'Science Fiction', 'Fiction', 'Paranormal', 'Horror']"
9781400064663,Peony in Love,Lisa See,Random House,English,"['Historical Fiction', 'Fiction', 'China', 'Romance', 'Historical', 'Asia', 'Fantasy']"
9780684848594,People of the Lie: The Hope for Healing Human Evil,M. Scott Peck,Touchstone,English,"['Psychology', 'Nonfiction', 'Self Help', 'Religion', 'Spirituality', 'Philosophy', 'Christian']"
9781984806758,People We Meet on Vacation,Emily Henry,Berkley,English,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Adult', 'Chick Lit']"
9780345459404,Perdido Street Station ,China Miéville,Ballantine Del Rey,English,"['Fantasy', 'Fiction', 'Science Fiction', 'Steampunk', 'Horror', 'Urban Fantasy', 'New Weird']"
9780743474177,Perfect ,Judith McNaught,Pocket,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Historical Romance', 'Chick Lit', 'Adult']"
9780802798237,Perfect Chemistry ,Simone Elkeles,Walker Childrens,English,"['Romance', 'Young Adult', 'Contemporary', 'High School', 'Contemporary Romance', 'Fiction', 'New Adult']"
9780140120837,Perfume: The Story of a Murderer,Patrick Süskind,Penguin Books,English,"['Fiction', 'Classics', 'Historical Fiction', 'Horror', 'Thriller', 'Mystery', 'Crime']"
9780375714665,Persepolis 2: The Story of a Return ,Marjane Satrapi,Pantheon,English,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Iran']"
9780375701047,Personal History: A Memoir,Katharine Graham,Vintage,English,"['Biography', 'Nonfiction', 'Memoir', 'History', 'Autobiography', 'Biography Memoir', 'Politics']"
9780440241003,Persuader ,Lee Child,Dell,English,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']"
9781986665810,Pestilence ,Laura Thalassa,CreateSpace,English,"['Fantasy', 'Romance', 'Paranormal', 'New Adult', 'Paranormal Romance', 'Fantasy Romance', 'Dystopia']"
9781416524342,Pet Sematary,Stephen King,Pocket,English,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Audiobook', 'Paranormal', 'Adult']"
9780786849079,Peter and the Starcatchers ,Dave Barry,Disney Hyperion,English,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Retellings']"
9780786849079,Peter and the Starcatchers ,Dave Barry,Disney Hyperion,English,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Retellings']"
9780385302968,Phantom,Susan  Kay,Delacorte Press,English,"['Fiction', 'Historical Fiction', 'Romance', 'Fantasy', 'Retellings', 'Historical', 'Classics']"
9780425181102,Phantoms,Dean Koontz,Berkley,English,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Science Fiction', 'Paranormal']"
9780425185506,Picture Perfect,Jodi Picoult,Berkley,English,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit', 'Drama', 'Adult Fiction', 'Adult']"
1230000128935,Pieces of You ,Cassia Leo,Cassia Leo,English,"['Romance', 'New Adult', 'Contemporary Romance', 'College', 'Contemporary', 'Young Adult', 'Drama']"
9781635575637,Piranesi,Susanna Clarke,Bloomsbury,English,"['Fantasy', 'Fiction', 'Mystery', 'Magical Realism', 'Mythology', 'Adult', 'Literary Fiction']"
9780679824251,Pirates Past Noon ,Mary Pope Osborne,Random House Books for Young Readers,English,"['Fantasy', 'Childrens', 'Fiction', 'Chapter Books', 'Historical Fiction', 'Adventure', 'Pirates']"
9780061449123,Plague ,Michael  Grant,Katherine Tegen Books,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Horror', 'Paranormal']"
9780743275019,Plain Truth,Jodi Picoult,Atria,English,"['Fiction', 'Mystery', 'Contemporary', 'Chick Lit', 'Amish', 'Adult Fiction', 'Drama']"
9780375705854,Plainsong ,Kent Haruf,Vintage,English,"['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'Adult Fiction', 'Book Club']"
2940016319506,Play with Me ,Kristen Proby,Kristen Pro,English,"['Romance', 'Contemporary Romance', 'Sports', 'Contemporary', 'Sports Romance', 'Erotica', 'New Adult']"
9781922261069,Playing with Demons,Cally Edwards,MoshPit Publishing,English,"['Fantasy', 'Paranormal', 'Demons', 'Urban Fantasy', 'Angels', 'Romance', 'Paranormal Romance']"
9798680019214,Playing with Fire,L.J. Shen,Independently published,English,"['Romance', 'New Adult', 'College', 'Contemporary', 'Contemporary Romance', 'Sports', 'Sports Romance']"
9780446679084,Plum Island ,Nelson DeMille,Grand Central Publishing,English,"['Fiction', 'Mystery', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Detective']"
9780679435822,Poetry for Cats: The Definitive Anthology of Distinguished Feline Verse,Henry N. Beard,Villard,English,"['Poetry', 'Cats', 'Humor', 'Animals', 'Nonfiction', 'Comedy', 'Anthologies']"
9780751530483,Point of Origin ,Patricia Cornwell,Time Warner,English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
9780373802302,Poison Study ,Maria V. Snyder,Luna,English,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy']"
9780778327110,Poison Study ,Maria V. Snyder,MIRA,English,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy']"
9780449205877,Poland,James A. Michener,Fawcett Crest,English,"['Historical Fiction', 'Fiction', 'Poland', 'Historical', 'Novels', 'American', 'Travel']"
9780679883418,Polar Bears Past Bedtime ,Mary Pope Osborne,Random House Books for Young Readers,English,"['Childrens', 'Fantasy', 'Fiction', 'Chapter Books', 'Adventure', 'Historical Fiction', 'Middle Grade']"
9780345367655,Polar Star ,Martin Cruz Smith,Ballantine Books,English,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Russia', 'Mystery Thriller', 'Detective']"
9780345422552,Polgara the Sorceress,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Young Adult']"
9780025427303,Politically Correct Bedtime Stories,James Finn Garner,MacMillan Publishing Company,English,"['Humor', 'Fiction', 'Short Stories', 'Fantasy', 'Fairy Tales', 'Comedy', 'Retellings']"
9780812974614,Pompeii,Robert   Harris,Random House Trade Paperbacks,English,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Thriller', 'Mystery', 'Novels']"
9780552771849,Popcorn,Ben Elton,Black Swan,English,"['Fiction', 'Humor', 'Comedy', 'Crime', 'Contemporary', 'Thriller', 'Mystery']"
9780330376242,Portent,James Herbert,McClelland & Stewart/Tundra Books,English,"['Horror', 'Fiction', 'Fantasy', 'Thriller', 'Science Fiction', 'Paranormal', 'Audiobook']"
9780671789459,Possessing the Secret of Joy,Alice Walker,Washington Square Press,English,"['Fiction', 'Feminism', 'African American', 'Africa', 'Classics', 'Historical Fiction', 'Literature']"
9780679735908,Possession,A.S. Byatt,Vintage,English,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Literary Fiction', 'Historical']"
9780152632243,Possum Magic,Mem Fox,Clarion Books,English,"['Picture Books', 'Childrens', 'Australia', 'Animals', 'Fiction', 'Fantasy', 'Classics']"
9781841155012,Postcards,Annie Proulx,Harpercollins Pb,English,"['Fiction', 'Short Stories', 'Novels', 'Historical Fiction', 'Literature', 'Literary Fiction', 'American']"
9780743466516,Postcards from the Edge,Carrie Fisher,Pocket,English,"['Fiction', 'Humor', 'Audiobook', 'Contemporary', 'Mental Health', 'Novels', 'Adult Fiction']"
9780743477154,Postmortem ,Patricia Cornwell,Pocket Books,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']"
9780151731565,Postscript to the Name of the Rose,Umberto Eco,Houghton Mifflin Harcourt,English,"['Nonfiction', 'Literature', 'Essays', 'Books About Books', 'Italian Literature', 'Writing', 'Italy']"
9780593239919,"Poverty, by America",Matthew Desmond,Crown,English,"['Nonfiction', 'Politics', 'Sociology', 'History', 'Economics', 'Audiobook', 'Social Justice']"
9780593500804,Practice Makes Perfect ,Sarah       Adams,Dell,English,"['Romance', 'Contemporary', 'Contemporary Romance', 'Fiction', 'Audiobook', 'Adult', 'Chick Lit']"
9781386410171,"Preppy: The Life & Death of Samuel Clearwater, Part Three ",T.M. Frazier,,English,"['Dark', 'Romance', 'Contemporary', 'Contemporary Romance', 'Abuse', 'Adult', 'New Adult']"
9781682307922,"Preppy: The Life and Death of Samuel Clearwater, Part Two ",T.M. Frazier,EverAfter Romance,English,"['Romance', 'Dark', 'Contemporary Romance', 'Contemporary', 'Abuse', 'Adult', 'New Adult']"
9780446350983,Presumed Innocent ,Scott Turow,Grand Central Pub,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Legal Thriller', 'Mystery Thriller', 'Suspense']"
9780446350983,Presumed Innocent ,Scott Turow,Grand Central Pub,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Legal Thriller', 'Mystery Thriller', 'Suspense']"
9780689865398,Pretties ,Scott Westerfeld,Simon Pulse,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Romance', 'Teen']"
9781095447413,Pretty Reckless ,L.J. Shen,L.J. Shen,English,"['Romance', 'New Adult', 'High School', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Sports']"
9780061015724,Prey,Michael Crichton,Avon,English,"['Fiction', 'Science Fiction', 'Thriller', 'Horror', 'Suspense', 'Mystery', 'Science Fiction Fantasy']"
9781594743344,Pride and Prejudice and Zombies ,Seth Grahame-Smith,Quirk Classics,English,"['Horror', 'Fiction', 'Fantasy', 'Zombies', 'Humor', 'Romance', 'Classics']"
9780812976472,Primary Colors,Anonymous,Random House,English,"['Fiction', 'Politics', 'Historical Fiction', 'Novels', 'Humor', 'Contemporary', 'Literature']"
9788086264356,Primeval and Other Times,Olga Tokarczuk,Twisted Spoon Press,English,"['Fiction', 'Polish Literature', 'Magical Realism', 'Poland', 'Contemporary', 'Nobel Prize', 'Novels']"
9781599900735,Princess Academy ,Shannon Hale,Bloomsbury Children's Books,English,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Romance', 'Fairy Tales']"
9780061479953,Princess in Love ,Meg Cabot,HarperTeen,English,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']"
9780061543630,Princess in Pink ,Meg Cabot,HarperTeen,English,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Teen', 'Childrens']"
9780061479946,Princess in the Spotlight ,Meg Cabot,HarperTeen,English,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']"
9780061543647,Princess in Waiting ,Meg Cabot,HarperTeen,English,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']"
9781599903224,Princess of the Midnight Ball ,Jessica Day George,Bloomsbury USA Childrens,English,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Magic']"
9780380756278,Prisoner of My Desire,Johanna Lindsey,Avon,English,"['Historical Romance', 'Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Medieval Romance', 'Fiction']"
9780425190388,Private Scandals,Nora Roberts,Berkley Trade,English,"['Romance', 'Romantic Suspense', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Mystery', 'Suspense']"
9780062006721,Problem at Pollensa Bay ,Agatha Christie,William Morrow Paperbacks,English,"['Mystery', 'Crime', 'Short Stories', 'Fiction', 'Classics', 'Detective', 'Mystery Thriller']"
9780060959036,Prodigal Summer,Barbara Kingsolver,Harper Perennial,English,"['Fiction', 'Nature', 'Contemporary', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Adult']"
9780399256769,Prodigy ,Marie Lu,Putnam Juvenile,English,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure']"
9780399256769,Prodigy ,Marie Lu,Putnam Juvenile,English,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure']"
9780593135204,Project Hail Mary,Andy Weir,Ballantine Books,English,"['Science Fiction', 'Fiction', 'Audiobook', 'Space', 'Fantasy', 'Adult', 'Thriller']"
9780425203934,Proof,Dick Francis,G.P. Putnam's Sons,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'British Literature']"
9780425203934,Proof,Dick Francis,G.P. Putnam's Sons,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'British Literature']"
9780571199976,Proof,David Auburn,"Farrar, Straus and Giroux",English,"['Plays', 'Drama', 'Theatre', 'Fiction', 'School', 'Read For School', 'Contemporary']"
9780571199976,Proof,David Auburn,"Farrar, Straus and Giroux",English,"['Plays', 'Drama', 'Theatre', 'Fiction', 'School', 'Read For School', 'Contemporary']"
